line number,satellite catalog number,classification,International Designator(launch year),International Designator (launch num),International Designator (piece of launch),epoch year,epoch day,first time derivative of mean motion(ballisitc coefficient),second time derivative of mean motion(delta-dot),bstar drag term,ephemeris type,element number,checksum,inclination,right ascension of the ascending node,eccentricity,argument of perigee,mean anomaly,mean motion,revolution number at epoch,#JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,PLName,Primary,Status,Dest,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,OQUAL,AltNames
1,46785,U,20,074,AY ,23,111.23544651, .00041401, 00000+0, 27847-2,0,  999,0, 53.0551,  0.7588,0001163,108.4984,251.6132,15.06364331,13771,S46785,-,46785,2020-074AY,A,P      O    ,Starlink 1883,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.599 ,     546, ,     548, , 53.06 , ,LLEO/I,Starlink V1.0-L14-12,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46786,U,20,074,AZ ,23,111.14880960, .00017092, 00000+0, 11642-2,0,  999,2, 53.0532,341.1457,0001294, 59.0098,301.1017,15.06380141,13798,S46786,-,46786,2020-074AZ,A,P      O    ,Starlink 1893,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.597 ,     546, ,     548, , 53.05 , ,LLEO/I,Starlink V1.0-L14-14,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46787,U,20,074,BA ,23,111.14140197, .00025372, 00000+0, 17193-2,0,  999,1, 53.0539,341.1785,0000937, 87.2877,272.8219,15.06330305,13798,S46787,-,46787,2020-074BA,A,P      O    ,Starlink 1899,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.598 ,     546, ,     548, , 53.05 , ,LLEO/I,Starlink V1.0-L14-19,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46788,U,20,074,BB ,23,111.13403661, .00028000, 00000+0, 18947-2,0,  999,8, 53.0539,341.2168,0000769, 86.7491,273.3586,15.06331629,13798,S46788,-,46788,2020-074BB,A,P      O    ,Starlink 1929,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.602 ,     546, ,     548, , 53.05 , ,LLEO/I,Starlink V1.0-L14-41,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46789,U,20,074,BC ,23,111.22348195, .00040107, 00000+0, 26992-2,0,  999,0, 53.0546, 10.9743,0000921,110.9097,249.1990,15.06358122,13757,S46789,-,46789,2020-074BC,A,P      O    ,Starlink 1930,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.599 ,     546, ,     548, , 53.05 , ,LLEO/I,Starlink V1.0-L14-42,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46790,U,20,074,BD ,23,110.25769183, .00039769, 00000+0, 26674-2,0,  999,7, 53.0555, 15.1469,0000862, 58.9346,301.1727,15.06488408,13774,S46790,-,46790,2020-074BD,A,P      O    ,Starlink 1931,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.597 ,     546, ,     548, , 53.06 , ,LLEO/I,Starlink V1.0-L14-43,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46791,U,20,074,BE ,23,110.00707420, .00058580, 00000+0, 39099-2,0,  999,4, 53.0558, 16.2715,0000872, 48.0192,312.0871,15.06487495,13771,S46791,-,46791,2020-074BE,A,P      O    ,Starlink 1933,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.599 ,     546, ,     548, , 53.05 , ,LLEO/I,Starlink V1.0-L14-45,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46792,U,20,074,BF ,23,110.10013824, .00048810, 00000+0, 32669-2,0,  999,5, 53.0555,  5.8542,0000924, 99.9703,260.1390,15.06470870,13786,S46792,-,46792,2020-074BF,A,P      O    ,Starlink 1934,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.598 ,     546, ,     548, , 53.06 , ,LLEO/I,Starlink V1.0-L14-46,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46793,U,20,074,BG ,23,111.19027863, .00026208, 00000+0, 17733-2,0,  999,6, 53.0548, 10.9603,0001304, 83.1069,277.0069,15.06368865,13756,S46793,-,46793,2020-074BG,A,P      O    ,Starlink 1941,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.598 ,     546, ,     548, , 53.06 , ,LLEO/I,Starlink V1.0-L14-51,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46794,U,20,074,BH ,23,111.19765324, .00022296, 00000+0, 15120-2,0,  999,9, 53.0554, 10.9268,0001280,144.0320,216.0756,15.06374770,13756,S46794,-,46794,2020-074BH,A,P      O    ,Starlink 1942,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.598 ,     546, ,     548, , 53.06 , ,LLEO/I,Starlink V1.0-L14-52,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46796,U,20,074,BK ,23,111.23908815, .00031915, 00000+0, 21571-2,0,  999,5, 53.0549,  0.7406,0001150, 89.4573,270.6548,15.06308821,13771,S46796,-,46796,2020-074BK,A,P      O    ,Starlink 1944,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.597 ,     546, ,     548, , 53.06 , ,LLEO/I,Starlink V1.0-L14-54,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46798,U,20,074,BM ,23,111.13818914, .00018742, 00000+0, 12752-2,0,  999,0, 53.0569, 26.1949,0000583,140.7083,219.3948,15.06358823,13741,S46798,-,46798,2020-074BM,A,P      O    ,Starlink 1948,2020 Oct 24,S46803,SPXS,US,2020 Oct 24 1634,In Earth orbit,-,2023 Apr 16 ,      95.598 ,     546, ,     548, , 53.06 , ,LLEO/I,Starlink V1.0-L14-58,Earth,O,-,SPXS,Starlink,-,     260 , ,    248 ,?,     260 , ,   0.2 ,?,  2.8 , ,    9.0 ,?,Box + pan,-,-
1,46805,U,20,075,A  ,23,110.53505058,-.00000006, 00000+0, 00000+0,0,  999,0, 64.6242,231.1064,0006142,239.7042,144.0918, 2.13103174, 1932,S46805,-,46805,2020-075A,A,P           ,Kosmos-2547,2020 Oct 25,S46806,VVKOV/IACG,RU,2020 Oct 25 2238,In Earth orbit,-,2023 Apr 16 ,     675.729 ,   19114, ,   19145, , 64.63 , ,MEO,Uragan-K1 No. 15L,Earth,O,-,RESH,Ekspress-1000,AOCS,     974 , ,    800 ,?,     974 , ,   2.0 ,?,  1.0 ,?,    5.0 ,?,Box + 2 Pan,-,Glonass-K 705
1,46807,U,20,076,A  ,23,111.01794910, .00004737, 00000+0, 45990-3,0,  999,9, 34.9959,221.9656,0000761,171.9803,188.0914,14.92091157,13529,S46807,-,46807,2020-076A,A,P           ,Yaogan 30 hao 07 zu 01 xing,2020 Oct 26,S46811,ZLZB,CN,2020 Oct 26 1531,In Earth orbit,-,2023 Apr 16 ,      96.512 ,     591, ,     592, , 35.00 , ,LLEO/I,Chuangxin-5 19 xing,Earth,O,-,SECM,-,-,     500 ,?,    500 ,?,     500 ,?,   0.5 ,?,  0.5 ,?,    1.0 ,?,Box + 2 Pan,-,-
1,46808,U,20,076,B  ,23,110.99559864, .00004789, 00000+0, 46554-3,0,  999,7, 34.9970,221.8217,0002069, 33.0805,327.0031,14.92037907,13529,S46808,-,46808,2020-076B,A,P           ,Yaogan 30 hao 07 zu 02 xing,2020 Oct 26,S46811,ZLZB,CN,2020 Oct 26 1531,In Earth orbit,-,2023 Apr 16 ,      96.515 ,     589, ,     593, , 35.00 , ,LLEO/I,Chuangxin-5 20 xing,Earth,O,-,SECM,-,-,     500 ,?,    500 ,?,     500 ,?,   0.5 ,?,  0.5 ,?,    1.0 ,?,Box + 2 Pan,-,-
1,46809,U,20,076,C  ,23,111.30778631, .00004869, 00000+0, 47299-3,0,  999,5, 34.9981,219.7191,0006502,133.5354,226.5917,14.92046846,13533,S46809,-,46809,2020-076C,A,P           ,Yaogan 30 hao 07 zu 03 xing,2020 Oct 26,S46811,ZLZB,CN,2020 Oct 26 1531,In Earth orbit,-,2023 Apr 16 ,      96.515 ,     587, ,     596, , 35.00 , ,LLEO/I,Chuangxin-5 21 xing,Earth,O,-,SECM,-,-,     500 ,?,    500 ,?,     500 ,?,   0.5 ,?,  0.5 ,?,    1.0 ,?,Box + 2 Pan,-,-
1,46810,U,20,076,D  ,23,110.99438657, .00005026, 00000+0, 46923-3,0,  999,1, 35.0040,209.2182,0013590,194.4669,165.5678,14.93557032,13542,S46810,-,46810,2020-076D,A,P           ,Tianqi Xingzuo 06,2020 Oct 26,S46811,GUOG,CN,2020 Oct 26 1531,In Earth orbit,-,2023 Apr 16 ,      96.417 ,     577, ,     596, , 35.01 , ,LLEO/I,Tianqi-6,Earth,O,-,ASES,StarLightB,-,      40 ,?,     40 ,?,      40 , ,   0.5 ,?,  0.3 ,?,    0.5 ,?,Box,-,-
1,46812,U,20,061,BP ,23,111.13998960, .00054659, 00000+0, 15071-2,0,  999,7, 97.3506,183.1799,0005443,142.7156,217.4467,15.36913657,13780,S46812,-,46812,2020-061BP,A,P           ,Flock 4v-25,2020 Sep  3,S46274,PLAN,US,2020 Oct 24 1133,In Earth orbit,-,2023 Apr 16 ,      93.726 ,     454, ,     459, , 97.33 , ,LLEO/S,Dove 240c,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46813,U,20,077,A  ,23,110.92014757, .00029979, 00000+0, 79586-3,0,  999,3, 97.3731,176.1293,0008088, 63.4220,296.7853,15.38207603,13740,S46813,-,46813,2020-077A,A,P           ,Flock 4e'-1,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      93.633 ,     446, ,     458, , 97.37 , ,LLEO/S,Dove 225a,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46814,U,20,077,B  ,23,110.87253515, .00066503, 00000+0, 17429-2,0,  999,6, 97.3735,176.2229,0008598, 56.5728,303.6338,15.38408598,13740,S46814,-,46814,2020-077B,A,P           ,Flock 4e'-7,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      93.638 ,     446, ,     458, , 97.38 , ,LLEO/S,Dove 2262,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46815,U,20,077,C  ,23,111.17233530, .00017314, 00000+0, 66315-3,0,  999,1, 97.3725,173.8166,0010551, 55.0979,305.1250,15.26550532,13729,S46815,-,46815,2020-077C,A,P           ,Flock 4e'-9,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      94.342 ,     479, ,     494, , 97.37 , ,LLEO/S,Dove 2441,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46816,U,20,077,D  ,23,110.87021221, .00037735, 00000+0, 10014-2,0,  999,3, 97.3771,177.6491,0007181, 33.5063,326.6635,15.38177431,13748,S46816,-,46816,2020-077D,A,P           ,Flock 4e'-8,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      93.640 ,     447, ,     457, , 97.38 , ,LLEO/S,Dove 2264,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46817,U,20,077,E  ,23,111.16735739, .00060922, 00000+0, 15918-2,0,  999,5, 97.3754,177.2955,0008677, 39.2142,320.9730,15.38527096,13748,S46817,-,46817,2020-077E,A,P           ,Flock 4e'-5,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      93.630 ,     445, ,     458, , 97.38 , ,LLEO/S,Dove 2276,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46818,U,20,077,F  ,23,111.23572792, .00009826, 00000+0, 43008-3,0,  999,0, 97.3723,172.5232,0013352, 43.5865,316.6424,15.22164599,13720,S46818,-,46818,2020-077F,A,P           ,CE-SAT-IIB,2020 Oct 28,S46824,CANON,J,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      94.609 ,     490, ,     509, , 97.37 , ,LLEO/S,CE-SAT-IIB,Earth,O,-,CANON,CE-SAT,-,      35 , ,     35 , ,      35 , ,   0.9 , ,  0.5 , ,    0.9 , ,Box,-,-
1,46819,U,20,077,G  ,23,111.21555085, .00075653, 00000+0, 19752-2,0,  999,4, 97.3726,177.0870,0009053, 32.5025,327.6775,15.38480447,13749,S46819,-,46819,2020-077G,A,P           ,Flock 4e'-3,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      93.637 ,     445, ,     459, , 97.37 , ,LLEO/S,Dove 2251,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46820,U,20,077,H  ,23,110.87150837, .00022423, 00000+0, 74909-3,0,  999,6, 97.3806,176.6888,0010525, 25.7294,334.4469,15.30980537,13739,S46820,-,46820,2020-077H,A,P           ,Flock 4e'-2,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      94.070 ,     466, ,     481, , 97.38 , ,LLEO/S,Dove 2279,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46821,U,20,077,J  ,23,111.15294222, .00017960, 00000+0, 65137-3,0,  999,9, 97.3776,175.7032,0011624, 21.7880,338.3852,15.28336249,13734,S46821,-,46821,2020-077J,A,P           ,Flock 4e'-4,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      94.232 ,     473, ,     489, , 97.38 , ,LLEO/S,Dove 227e,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46822,U,20,077,K  ,23,111.15751285, .00022848, 00000+0, 84673-3,0,  999,4, 97.3744,174.4874,0009806, 34.4934,325.6908,15.27593530,13734,S46822,-,46822,2020-077K,A,P           ,Flock 4e'-6,2020 Oct 28,S46824,PLAN,US,2020 Oct 28 2221,In Earth orbit,-,2023 Apr 16 ,      94.279 ,     476, ,     490, , 97.38 , ,LLEO/S,Dove 2280,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46825,U,20,061,BQ ,23,110.64891526, .00027466, 00000+0, 88732-3,0,  999,7, 97.3625,183.3051,0005119,141.7558,218.4047,15.32059490,13725,S46825,-,46825,2020-061BQ,A,P           ,Flock 4v-26,2020 Sep  3,S46274,PLAN,US,2020 Oct 28 1038,In Earth orbit,-,2023 Apr 16 ,      94.007 ,     467, ,     473, , 97.37 , ,LLEO/S,Dove 2407,Earth,O,-,PLAN,Cubesat 3U,-,       5.700, ,      5.700, ,       5.700, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46826,U,20,078,A  ,23,110.55528319,-.00000033, 00000+0, 00000+0,0,  999,3, 54.3828,257.6209,0030224,189.2500,172.5059, 2.00563224, 1837,S46826,-,46826,2020-078A,A,P           ,GPS III SV04,2020 Nov  5,A09645,SFSSC,US,2020 Nov  6 0053,In Earth orbit,-,2023 Apr 16 ,     717.978 ,   20102, ,   20261, , 54.39 , ,MEO,GPS SVN 77,Earth,O,-,LMSSD,A2100,AOCS,    4400 , ,   2160 ,?,    4400 , ,   3.4 , ,  1.8 , ,   14.0 ,?,Box + 2 pan,-,"USA 309,Navstar 80,Sacagawea"
1,46827,U,20,079,A  ,23,110.80025778, .00080678, 00000+0, 11125-2,0,  999,9, 97.1515,181.7863,0005186,240.4036,259.5147,15.56926421,13752,S46827,-,46827,2020-079A,A,P           ,Dorothy,2020 Nov  6,S46840,URUGUS,UY,2020 Nov  6 0337,In Earth orbit,-,2023 Apr 16 ,      92.532 ,     395, ,     401, , 97.15 , ,LLEO/S,Nusat-12,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46828,U,20,079,B  ,23,110.83724869, .00090591, 00000+0, 11644-2,0,  999,1, 97.1390,181.3193,0001521,237.3088,258.2028,15.58788909,13759,S46828,-,46828,2020-079B,A,P           ,Alice,2020 Nov  6,S46840,URUGUS,UY,2020 Nov  6 0336,In Earth orbit,-,2023 Apr 16 ,      92.426 ,     392, ,     394, , 97.14 , ,LLEO/S,Nusat-9,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46829,U,20,079,C  ,23,110.83762222, .00088172, 00000+0, 11441-2,0,  999,4, 97.1453,181.8452,0003651,245.5523,250.3051,15.58539525,13758,S46829,-,46829,2020-079C,A,P           ,Cora,2020 Nov  6,S46840,URUGUS,UY,2020 Nov  6 0337,In Earth orbit,-,2023 Apr 16 ,      92.440 ,     392, ,     396, , 97.15 , ,LLEO/S,Nusat-11,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46830,U,20,079,D  ,23,111.17224565, .00085921, 00000+0, 11303-2,0,  999,3, 97.1596,183.8880,0003224,214.8901,229.2471,15.58182750,13764,S46830,-,46830,2020-079D,A,P           ,Katherine,2020 Nov  6,S46841,URUGUS,UY,2020 Nov  6 0338,In Earth orbit,-,2023 Apr 16 ,      92.463 ,     393, ,     397, , 97.16 , ,LLEO/S,Nusat-15,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46831,U,20,079,E  ,23,111.19049096, .00093814, 00000+0, 11527-2,0,  999,8, 97.1550,184.0438,0005807,227.7425,216.9571,15.59955064,13768,S46831,-,46831,2020-079E,A,P           ,Hedy,2020 Nov  6,S46840,URUGUS,UY,2020 Nov  6 0338,In Earth orbit,-,2023 Apr 16 ,      92.363 ,     386, ,     394, , 97.15 , ,LLEO/S,Nusat-14,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46832,U,20,079,F  ,23,110.89674410, .00060984, 00000+0, 89575-3,0,  999,0, 97.1609,182.7188,0003763,236.9008,239.8506,15.55293633,13756,S46832,-,46832,2020-079F,A,P           ,Caroline,2020 Nov  6,S46840,URUGUS,UY,2020 Nov  6 0337,In Earth orbit,-,2023 Apr 16 ,      92.617 ,     400, ,     405, , 97.16 , ,LLEO/S,Nusat-10,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46833,U,20,079,G  ,23,110.82398392, .00069220, 00000+0, 10219-2,0,  999,6, 97.1568,182.4803,0004044,262.9628,234.5697,15.55121591,13754,S46833,-,46833,2020-079G,A,P           ,Emmy,2020 Nov  6,S46840,URUGUS,UY,2020 Nov  6 0338,In Earth orbit,-,2023 Apr 16 ,      92.633 ,     400, ,     406, , 97.16 , ,LLEO/S,Nusat-13,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46835,U,20,079,J  ,23,111.23853434, .00071891, 00000+0, 10458-2,0,  999,9, 97.1577,182.6183,0004100,264.1573,130.3777,15.55513358,13759,S46835,-,46835,2020-079J,A,P           ,Mary,2020 Nov  6,S46841,URUGUS,UY,2020 Nov  6 0340,In Earth orbit,-,2023 Apr 16 ,      92.616 ,     400, ,     405, , 97.16 , ,LLEO/S,Nusat-17,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46836,U,20,079,K  ,23,111.21075821, .00077968, 00000+0, 10734-2,0,  999,2, 97.1581,183.3596,0004250,274.6485,148.9737,15.56985600,13763,S46836,-,46836,2020-079K,A,P           ,Vera,2020 Nov  6,S46841,URUGUS,UY,2020 Nov  6 0340,In Earth orbit,-,2023 Apr 16 ,      92.530 ,     395, ,     401, , 97.16 , ,LLEO/S,Nusat-18,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46840,U,20,079,P  ,23,110.82021355, .00084159, 00000+0, 11213-2,0,  999,9, 97.1632,183.3580,0002558,245.2709,249.0015,15.57849191,13757,S46840,-,46840,2020-079P,A,P           ,Lise,2020 Nov  6,S46841,URUGUS,UY,2020 Nov  6 0340,In Earth orbit,-,2023 Apr 16 ,      92.478 ,     394, ,     397, , 97.16 , ,LLEO/S,Nusat-16,Earth,O,-,URUGUS,NewSat IV,-,      44 , ,     37 , ,      44 , ,   0.750, ,  0.4 , ,    0.750, ,Box,-,-
1,46904,U,20,080,A  ,23,110.83295411, .00069719, 00000+0, 13241-2,0,  999,7, 97.4918,245.9746,0006140,  6.7356,143.6641,15.48022407,13671,S46904,-,46904,2020-080A,A,P           ,Tianqi Xingzuo 11,2020 Nov  7,A09646,GUOG,CN,2020 Nov  7 0729,In Earth orbit,-,2023 Apr 16 ,      93.058 ,     420, ,     428, , 97.49 , ,LLEO/S,Tianqi-11,Earth,O,-,ASES,StarLightB,-,      40 ,?,     40 ,?,      40 , ,   0.5 ,?,  0.3 ,?,    0.5 ,?,Box,-,ASES-014
1,46905,U,20,081,A  ,23,110.72081080, .00007975, 00000+0, 66011-3,0,  999,2, 36.9024,216.4477,0001960,254.9770,105.0754,14.98489818,13419,S46905,-,46905,2020-081A,A,P           ,EOS-1,2020 Nov  7,S46915,ISRO,IN,2020 Nov  7 0956,In Earth orbit,-,2023 Apr 16 ,      96.101 ,     570, ,     572, , 36.90 , ,LLEO/I,RISAT-2BR2,Earth,O,-,ISRO,TechSar,-,     628 , ,    628 , ,     628 , ,   2.0 ,?,  1.0 ,?,    5.0 ,?,Hex Cyl + 2 Pan + Dish,-,-
1,46906,U,20,081,B  ,23,110.73044724, .00006562, 00000+0, 48236-3,0,  999,8, 36.8941,199.7274,0003912, 18.6499,341.4386,15.03097734,13429,S46906,-,46906,2020-081B,A,P           ,KSM1-c,2020 Nov  7,S46915,KLEOS,L,2020 Nov  7 0957,In Earth orbit,-,2023 Apr 16 ,      95.806 ,     554, ,     560, , 36.89 , ,LLEO/I,Kleos Scouting Mission-1C,Earth,O,-,GOMSP,Cubesat 6U,-,      10 ,?,     10 ,?,      10 ,?,   0.3 , ,  0.2 , ,    0.3 , ,Box,-,-
1,46907,U,20,081,C  ,23,110.39482282, .00006291, 00000+0, 46326-3,0,  999,3, 36.8987,201.9252,0005857, 42.3850,317.7344,15.03050456,13426,S46907,-,46907,2020-081C,A,P           ,KSM1-d,2020 Nov  7,S46915,KLEOS,L,2020 Nov  7 0958,In Earth orbit,-,2023 Apr 16 ,      95.809 ,     553, ,     562, , 36.90 , ,LLEO/I,Kleos Scouting Mission-1D,Earth,O,-,GOMSP,Cubesat 6U,-,      10 ,?,     10 ,?,      10 ,?,   0.3 , ,  0.2 , ,    0.3 , ,Box,-,-
1,46908,U,20,081,D  ,23,110.42894069, .00026986, 00000+0, 16686-2,0,  999,6, 36.9001,194.0413,0005215, 81.6935,278.4509,15.09052575,13441,S46908,-,46908,2020-081D,A,P           ,Lemur-2-Ozarak,2020 Nov  7,S46915,SPIRE,US,2020 Nov  7 1000,In Earth orbit,-,2023 Apr 16 ,      95.439 ,     533, ,     546, , 36.89 , ,LLEO/I,Lemur,Earth,O,-,SPIREG,Cubesat 3U,-,       4.600, ,      4.600, ,       4.600, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46909,U,20,081,E  ,23,110.91415331, .00032081, 00000+0, 18911-2,0,  999,8, 36.9020,187.7448,0007326, 84.9794,275.1792,15.10731038,13453,S46909,-,46909,2020-081E,A,P           ,Lemur-2-Jindra,2020 Nov  7,S46915,SPIRE,US,2020 Nov  7 1000,In Earth orbit,-,2023 Apr 16 ,      95.338 ,     529, ,     540, , 36.90 , ,LLEO/I,Lemur,Earth,O,-,SPIREG,Cubesat 3U,-,       4.600, ,      4.600, ,       4.600, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
1,46910,U,20,081,F  ,23,110.92677925, .00028846, 00000+0, 17355-2,0,  999,5, 36.9021,188.7550,0008316, 82.0365,278.1312,15.10012619,13451,S46910,-,46910,2020-081F,A,P           ,Lemur-2-Wallace,2020 Nov  7,S46915,SPIRE,US,2020 Nov  7 1000,In Earth orbit,-,2023 Apr 16 ,      95.383 ,     530, ,     543, , 36.90 , ,LLEO/I,Lemur,Earth,O,-,SPIREG,Cubesat 3U,-,       4.600, ,      4.600, ,       4.600, ,   0.3 , ,  0.1 , ,    0.3 , ,Box+2 pan,-,-
