line number,satellite catalog number,classification,International Designator(launch year),International Designator (launch num),International Designator (piece of launch),epoch year,epoch day,first time derivative of mean motion(ballisitc coefficient),second time derivative of mean motion(delta-dot),bstar drag term,ephemeris type,element number,checksum,inclination,right ascension of the ascending node,eccentricity,argument of perigee,mean anomaly,mean motion,revolution number at epoch,#JCAT,DeepCat,Satcat,Piece,Active,Type,Name,LDate,Parent,Owner,State,SDate,ExpandedStatus,DDate,ODate,Period,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,PLName,Primary,Status,Dest,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,OQUAL,AltNames
1,00900,U,64,063,C  ,23,111.15409253, .00001073, 00000+0, 11266-2,0,  999,3, 90.1901, 46.7217,0025894,170.4874,295.9721,13.74256863,91291,S00900,-,00900,1964-063C,P,P           ,Dragsphere 1,1964 Oct  6,S00901,NRL,US,1964 Oct  7 1100?,In Earth orbit,-,2023 Apr 16 ,     104.785 ,     965, ,    1003, , 90.19 , ,LEO/P,Dragsphere,Earth,O,-,NRL,"NRL 14""",-,1.0, ,1.0, ,1.0, ,0.4, ,0.4, ,0.4, ,Sphere,-,-
1,00902,U,64,063,E  ,23,110.86800878, .00000090, 00000+0, 12205-3,0,  999,3, 90.2051, 50.0124,0017782,341.8637, 80.5721,13.52746448,70033,S00902,-,00902,1964-063E,P,P           ,Dragsphere 2,1964 Oct  6,S00901,NRL,US,1964 Oct  7 1100?,In Earth orbit,-,2023 Apr 16 ,     106.450 ,    1048, ,    1075, , 90.20 , ,LEO/P,Dragsphere,Earth,O,-,NRL,"NRL 14""",-,10.0, ,10.0, ,10.0, ,0.4, ,0.4, ,0.4, ,Sphere,-,-
1,01361,U,65,034,C  ,23,110.29441301, .00000006, 00000+0,-29366-3,0,  999,5, 32.1456, 36.7461,0009191,248.8773,111.0742, 9.89302810, 9561,S01361,-,01361,1965-034C,P,P           ,LCS 1,1965 May  6,A00686,MITLL/SFSSC,US,1965 May  6 1920?,In Earth orbit,-,2023 Apr 16 ,     145.557 ,    2779, ,    2796, , 32.14 , ,MEO,LCS 1,Earth,O,-,ROHR/MITLL,LCS,-,34.0, ,34.0, ,34.0, ,1.1, ,1.1, ,1.1, ,Sphere,-,-
1,01512,U,65,065,E  ,23,110.36572465, .00000061, 00000+0, 10569-3,0,  999,6, 89.9347,216.3587,0068170,247.9653,183.3455,13.33475376,80627,S01512,-,01512,1965-065E,P,P           ,Tempsat 1,1965 Aug 13,S01508,NRL,US,1965 Aug 13 2251?,In Earth orbit,-,2023 Apr 16 ,     107.989 ,    1082, ,    1184, , 89.93 , ,LEO/P,NRL PL157,Earth,O,-,NRL,"NRL 14""",-,9.0, ,9.0, ,9.0, ,0.4, ,0.4, ,0.4, ,Sphere,-,-
1,01520,U,65,065,H  ,23,110.89662135, .00000160, 00000+0, 28887-3,0,  999,9, 89.9692,129.6959,0071125,116.0195,  0.7896,13.35956165,80870,S01520,-,01520,1965-065H,P,P           ,Calsphere,1965 Aug 13,S01508,NRL,US,1965 Aug 13 2251?,In Earth orbit,-,2023 Apr 16 ,     107.788 ,    1071, ,    1177, , 89.97 , ,LEO/P,NRL PL158?,Earth,O,-,NRL,"NRL 14""",-,4.0, ,4.0, ,4.0, ,0.4, ,0.4, ,0.4, ,Sphere,-,-
1,02826,U,67,053,A  ,23,110.87206380, .00007218, 00000+0, 17485-2,0,  999,4, 69.9263,286.7579,0007232,264.8709, 95.1601,14.53316516,89734,S02826,-,02826,1967-053A,P,P           ,Calsphere IV,1967 May 31,S02825,NRL,US,1967 May 31 1026?,In Earth orbit,-,2023 Apr 16 ,      99.088 ,     709, ,     720, , 69.93 , ,LEO/I,NRL PL160,Earth,O,-,NRL,"NRL 14""?",-,5.0, ,5.0, ,5.0, ,0.5, ,0.5, ,0.5, ,Sphere,-,-
1,02866,U,67,066,E  ,23,110.75759811,-.00000054, 00000+0, 00000+0,0,  999,5,  0.8343,207.3155,0053520, 83.5107,341.9544, 1.09425003,11841,S02866,-,02866,1967-066E,P,P           ,LES 5,1967 Jul  1,S02868,SFSSC,US,1967 Jul  1 1923,In Earth orbit,-,2023 Apr 15 ,    1315.968 ,   33187, ,   33615, ,  0.84 , ,MEO,LES 5,Earth,O,-,MITLL,LES,-,102.0, ,102.0, ,102.0, ,1.7, ,1.2, ,1.7, ,Cyl,-,-
1,02872,U,67,053,F  ,23,110.66097526, .00000198, 00000+0, 17405-3,0,  999,5, 69.9749,323.5907,0007340,200.7758,159.3052,13.99017429,84883,S02872,-,02872,1967-053F,P,P           ,Calsphere III,1967 May 31,S02825,NRL,US,1967 May 31 1026?,In Earth orbit,-,2023 Apr 16 ,     102.930 ,     891, ,     902, , 69.98 , ,LEO/I,NRL PL159,Earth,O,-,NRL,"NRL 14""?",-,3.0, ,3.0, ,3.0, ,0.4, ,0.4, ,0.4, ,Sphere,-,-
1,02874,U,67,053,H  ,23,111.14626505, .00000106, 00000+0, 11500-3,0,  999,5, 69.9741, 66.0557,0010139,256.9602,103.0372,13.96470790,84626,S02874,-,02874,1967-053H,P,P           ,NRL PL153,1967 May 31,S02825,NROC/NRL,US,1967 May 31 1026?,In Earth orbit,-,2023 Apr 16 ,     103.117 ,     898, ,     913, , 69.97 , ,LEO/I,POPPY 5 Charlie,Earth,O,-,NRL,NRL MULTI,-,77.0, ,77.0, ,77.0, ,0.8, ,0.7, ,18.0,?,Ell + Ant,-,NRO Mission 7105C
1,02909,U,67,053,J  ,23,110.84135958, .00013687, 00000+0, 23520-2,0,  999,9, 69.9451,260.4286,0004991,276.9951, 83.0624,14.68751745,90865,S02909,-,02909,1967-053J,P,P           ,SURCAL 6?,1967 May 31,S02825,NRL,US,1967 May 31 1026?,In Earth orbit,-,2023 Apr 16 ,      98.052 ,     662, ,     668, , 69.94 , ,LEO/I,NRL PL150B,Earth,O,-,NRL,Surcal?,-,5.0,?,5.0,?,5.0,?,0.2,?,0.2,?,0.2,?,Box,-,-
1,05204,U,71,039,A  ,23,110.83430314,-.00000189, 00000+0, 00000+0,0,  999,1,  2.7600,285.1651,0018765,354.2121, 46.3404, 0.98162319,19491,S05204,-,05204,1971-039A,P,P           ,DSP F2,1971 May  5,S05205,SFSSC,US,1971 May  5 1400?,In Earth orbit,-,2023 Apr 16 ,    1466.990 ,   36309, ,   36468, ,  2.77 , ,GEO/D,DSP 3,Earth,O,GEO/ID?,TRW,DSP,MRE-4,903.0, ,860.0,?,903.0, ,6.9, ,2.8, ,7.4, ,Cyl + 4 Pan,-,OPS 3811
1,05398,U,71,067,E  ,23,110.90846459, .00001448, 00000+0, 49292-3,0,  999,3, 87.6149,298.1233,0064892, 90.8222,270.0411,14.34753533,70833,S05398,-,05398,1971-067E,P,P           ,LCS 4,1971 Aug  7,S05397,MITLL/USA,US,1971 Aug  7 0115?,In Earth orbit,-,2023 Apr 16 ,     100.367 ,     729, ,     822, , 87.62 , ,LEO/P,LCS 4,Earth,O,-,ROHR/MITLL,LCS,-,38.0,?,38.0,?,38.0,?,1.0, ,1.0, ,1.0, ,Sphere,-,-
1,07530,U,74,089,B  ,23,110.82320698,-.00000045, 00000+0, 67703-5,0,  999,5,101.9452, 97.1193,0012229,171.7192,306.6257,12.53663474,21598,S07530,-,07530,1974-089B,A,P           ,AMSAT-OSCAR-7,1974 Nov 15,S07532,AMNA,US,1974 Nov 15 1828,In Earth orbit,-,2023 Apr 16 ,     114.863 ,    1439, ,    1458, ,101.94 , ,LEO/S,OSCAR 7,Earth,O,-,AMNA,AMSAT Phase 2,-,29.0, ,29.0, ,29.0, ,0.4, ,0.4, ,0.4, ,Oct Cyl,-,AO-7
1,07646,U,75,010,A  ,23,111.15572906,-.00000111, 00000+0, 23894-4,0,  999,2, 49.8258,335.7145,0205739,214.0306,144.7249,13.82317848,43502,S07646,-,07646,1975-010A,P,P           ,Starlette,1975 Feb  6,S07647,CNES,F,1975 Feb  6 1647,In Earth orbit,-,2023 Apr 16 ,     104.173 ,     804, ,    1106, , 49.83 , ,LEO/I,Starlette,Earth,O,-,CNES,Starlette,-,48.0, ,48.0, ,48.0, ,0.2, ,0.2, ,0.2, ,Sphere,-,-
1,08820,U,76,039,A  ,23,110.84469413, .00000012, 00000+0, 00000+0,0,  999,0,109.8159,144.3099,0045031,189.8524,317.2849, 6.38664709,83948,S08820,-,08820,1976-039A,P,P           ,Lageos,1976 May  4,S08822,MSFC,US,1976 May  4 0935,In Earth orbit,-,2023 Apr 16 ,     225.470 ,    5837, ,    5948, ,109.82 , ,MEO,Lageos,Earth,O,-,BENDX,Lageos,-,411.0, ,411.0, ,411.0, ,0.6, ,0.6, ,0.6, ,Sphere,-,-
1,13086,U,82,019,A  ,23,110.73510785,-.00000075, 00000+0, 00000+0,0,  999,2, 11.6318,318.2112,0001715,203.7417,350.2431, 0.98188894, 1432,S13086,-,13086,1982-019A,P,P           ,DSP F10,1982 Mar  6,S13089,SFSSC,US,1982 Mar  7 0210?,In Earth orbit,-,2023 Apr 16 ,    1466.588 ,   36373, ,   36389, , 11.64 , ,GEO/ID,DSP 13,Earth,O,GEO/ID?,TRW,DSP MOS/PIM,MRE-4,1180.0, ,1050.0,?,1180.0, ,7.0,?,2.8, ,7.7,?,Cyl + 4 Pan,-,OPS 8701
1,14129,U,83,058,B  ,23,106.71590642,-.00000196, 00000+0, 00000+0,0,  999,2, 27.0842, 46.6213,6037144,164.5012,228.3928, 2.05867276,27165,S14129,-,14129,1983-058B,A,P           ,AMSAT-OSCAR-10,1983 Jun 16,S14130,AMDL,D,1983 Jun 16 1217,In Earth orbit,-,2023 Apr 15 ,     699.479 ,    3965, ,   35482, , 27.08 , ,GTO,AMSAT Phase III-B,Earth,O,-,AMDL,AMSAT Phase 3,S400,155.0, ,90.0, ,155.0, ,1.3, ,0.4, ,1.3, ,Star,-,"AO-10,Oscar 10"
1,14781,U,84,021,B  ,23,110.50649519, .00002687, 00000+0, 32316-3,0,  999,2, 97.6535, 89.6938,0009242, 40.9743,319.2165,14.84694060, 8558,S14781,-,14781,1984-021B,A,P           ,UoSAT-OSCAR-11,1984 Mar  1,S14782,SURREY,UK,1984 Mar  1 1911,In Earth orbit,-,2023 Apr 16 ,      96.991 ,     607, ,     621, , 97.65 , ,LEO/S,UoSAT 2,Earth,O,-,UOS,UoSAT,-,60.0, ,60.0, ,60.0, ,0.6, ,0.4, ,6.5, ,Box + Ant,-,UO-11
1,16908,U,86,061,A  ,23,110.91436373,-.00000102, 00000+0,-33026-4,0,  999,0, 50.0080, 93.6313,0011296,124.5959,273.7220,12.44500171,33678,S16908,-,16908,1986-061A,P,P           ,Ajisai,1986 Aug 12,A04307,JAXA,J,1986 Aug 12 2142?,In Earth orbit,-,2023 Apr 16 ,     115.709 ,    1478, ,    1496, , 50.01 , ,LEO/I,EGP,Earth,O,-,KAWA,EGP,-,685.0, ,685.0, ,685.0, ,6.5,?,2.4,?,6.5,?,Sphere + DCone,-,-
1,19548,U,88,091,B  ,23,111.20397729,-.00000309, 00000+0, 00000+0,0,  999,1, 13.4879,348.9717,0037817,339.0975,265.5036, 1.00270266,11380,S19548,-,19548,1988-091B,A,P ---S-     ,TDRS 3,1988 Sep 29,S19550,GSFC,US,1988 Sep 29 0444,In Earth orbit,-,2023 Apr 16 ,    1436.100 ,   35627, ,   35946, , 13.49 , ,GEO/I,TDRS C,Earth,O,-,TRW,TDRS,AOCS,2103.0, ,1673.0,?,2103.0, ,1.3, ,2.4, ,17.4, ,Box + Dish + 2 Pan,-,-
1,19751,U,89,001,C  ,23,110.87460959, .00000039, 00000+0, 00000+0,0,  999,6, 64.3915,111.8054,0024006,214.6318,343.9442, 2.13156257,26678,S19751,-,19751,1989-001C,P,P           ,Kosmos-1989,1989 Jan 10,S19753,RESH,SU,1989 Jan 10 0620?,In Earth orbit,-,2023 Apr 16 ,     675.561 ,   19064, ,   19186, , 64.39 , ,MEO,Etalon PKA No. 1L,Earth,O,-,OAZ?,Etalon,-,1230.0, ,1230.0, ,1230.0, ,1.3, ,1.3, ,1.3, ,Sphere,-,"Glonass 214,Etalon No. 537-35-608:RA"
1,20026,U,89,039,C  ,23,110.61446399,-.00000072, 00000+0, 00000+0,0,  999,6, 65.4842,349.9670,0018686,218.4023,101.6973, 2.13204322,26390,S20026,-,20026,1989-039C,P,P           ,Kosmos-2024,1989 May 31,S20044,RESH,SU,1989 May 31 1250?,In Earth orbit,-,2023 Apr 16 ,     675.409 ,   19074, ,   19169, , 65.49 , ,MEO,Etalon PKA No. 2L,Earth,O,-,NPOPM,Etalon,-,1230.0, ,1230.0, ,1230.0, ,1.3, ,1.3, ,1.3, ,Sphere,-,"Glonass 232,Etalon No. 537-65-614:RA"
1,20253,U,89,077,A  ,23,110.74164521,-.00000088, 00000+0, 00000+0,0,  999,5, 12.7688,358.2141,0005038, 97.7743, 91.4107, 1.00271589,24903,S20253,-,20253,1989-077A,A,P           ,FLTSATCOM F8,1989 Sep 25,S20254,SPAWAR,US,1989 Sep 25 0923,In Earth orbit,-,2023 Apr 14 ,    1436.104 ,   35767, ,   35806, , 12.77 , ,GEO/I,FLTSATCOM F8,Earth,O,-,TRW,FLTSATCOM,Star 37FM,957.0, ,822.0, ,1928.0, ,1.3, ,2.4, ,13.2, ,Hex Cyl + Dish + 2 Pan,-,-
1,20442,U,90,005,G  ,23,110.64649092, .00000401, 00000+0, 16256-3,0,  999,0, 98.8398, 85.9477,0011590,353.2892,  6.8134,14.33231293,73710,S20442,-,20442,1990-005G,A,P           ,LUSAT-OSCAR-19,1990 Jan 22,A04781,AMLU,AR,1990 Jan 22 0156,In Earth orbit,-,2023 Apr 16 ,     100.473 ,     772, ,     789, , 98.84 , ,LEO/S,Lusat,Earth,O,-,AMNA,Microsat,-,12.0, ,12.0, ,12.0, ,0.2, ,0.2, ,0.2, ,Box,-,LO-19
1,20580,U,90,037,B  ,23,110.80190485, .00006510, 00000+0, 35087-3,0,  999,3, 28.4691,289.7099,0002871,111.4560,269.3621,15.12796804,61276,S20580,-,20580,1990-037B,P,P ---S-     ,Hubble Space Telescope,1990 Apr 24,S20579,GSFC,US,1990 Apr 25 1249?,In Earth orbit,-,2023 Apr 16 ,      95.192 ,     525, ,     529, , 28.47 , ,LLEO/I,Hubble Space Telescope,Earth,ATT,A04833,LMSC,HST,-,7547.0, ,7547.0, ,10843.0, ,13.1, ,4.3, ,13.1, ,Step Cyl + 2 Pan,-,NAIF048
1,20776,U,90,079,A  ,23,110.79452851, .00000116, 00000+0, 00000+0,0,  999,1, 13.7126,357.7899,0002454, 37.8220,132.4254, 1.00275844,11932,S20776,-,20776,1990-079A,P,P           ,Skynet 4C,1990 Aug 30,S20778,ADSP,UK,1990 Aug 30 2306,In Earth orbit,-,2023 Apr 14 ,    1436.088 ,   35775, ,   35797, , 13.71 , ,GEO/I,Skynet 4C,Earth,N,-,BAES,ECS,TE-M-700-19,1430.0, ,655.0, ,1430.0, ,2.1, ,1.9, ,16.0, ,Box + 2 Pan,-,-
1,20929,U,90,095,A  ,23,109.91352846,-.00000223, 00000+0, 00000+0,0,  999,4, 14.7249,352.2514,0007161, 71.8301,288.1972, 0.98399403, 1410,S20929,-,20929,1990-095A,P,P ------c   ,DSP F15,1990 Nov 13,S20932,SFSSC,US,1990 Nov 13 0719?,In Earth orbit,-,2023 Apr 15 ,    1463.443 ,   36289, ,   36350, , 14.73 , ,GEO/ID,DSP 15,Earth,O,GEO/S?,TRW,DSP B14,MRE-4,2380.0, ,2200.0,?,2380.0,?,10.0, ,3.3, ,11.5, ,Cyl + 4 Pan,-,USA 65
1,21639,U,91,054,B  ,23,110.69878611, .00000075, 00000+0, 00000+0,0,  999,3, 14.2123,  2.2773,0027746,357.9500,292.2286, 1.00277328,11614,S21639,-,21639,1991-054B,A,P ---S-     ,TDRS 5,1991 Aug  2,S21641,GSFC,US,1991 Aug  3 0408?,In Earth orbit,-,2023 Apr 16 ,    1436.050 ,   35668, ,   35903, , 14.21 , ,GEO/I,TDRS-E,Earth,O,-,TRW,TDRS,AOCS,2534.0, ,1700.0,?,2534.0, ,1.3, ,2.4, ,17.4, ,Box + Dish + 2 Pan,-,-
1,21805,U,91,080,B  ,23,110.40521338,-.00000066, 00000+0, 00000+0,0,  999,8, 14.6284,353.9186,0008499, 80.0811,116.8965, 0.99188286, 1425,S21805,-,21805,1991-080B,P,P ---S- c   ,DSP F16,1991 Nov 24,S21807,SFSSC,US,1991 Nov 25 1239,In Earth orbit,-,2023 Apr 16 ,    1451.817 ,   36056, ,   36130, , 14.63 , ,GEO/ID,DSP 16,Earth,O,GEO/S?,TRW,DSP B14,MRE-4,2360.0, ,2200.0,?,2360.0, ,10.0, ,3.3, ,11.5, ,Cyl + 4 Pan,-,USA 75
1,22195,U,92,070,B  ,23,110.94789866,-.00000009, 00000+0, 00000+0,0,  999,9, 52.6510,275.4829,0138763, 43.2094,317.4986, 6.47293916,72096,S22195,-,22195,1992-070B,P,P ---S-     ,Lageos 2,1992 Oct 22,S22197,ASI,I,1992 Oct 23 1605,In Earth orbit,-,2023 Apr 16 ,     222.465 ,    5614, ,    5952, , 52.65 , ,MEO,Lageos 2,Earth,O,-,ALEN,Lageos,-,405.0, ,405.0, ,405.0, ,0.6, ,0.6, ,0.6, ,Sphere,-,-
1,22314,U,93,003,B  ,23,110.51912424,-.00000304, 00000+0, 00000+0,0,  999,8, 14.1492,  5.5479,0009711,123.3894,220.4095, 1.00276005,11080,S22314,-,22314,1993-003B,A,P ---S-     ,TDRS-6,1993 Jan 13,S22316,GSFC,US,1993 Jan 13 0306?,In Earth orbit,-,2023 Apr 16 ,    1436.013 ,   35745, ,   35824, , 14.15 , ,GEO/I,TDRS F,Earth,O,-,TRW,TDRS,AOCS,2534.0, ,1673.0,?,2534.0, ,1.3, ,2.4, ,17.4, ,Box + Dish + 2 Pan,-,-
1,22490,U,93,009,B  ,23,110.76329186, .00000681, 00000+0, 13865-3,0,  999,7, 24.9686,122.5800,0042767,181.0614,340.0147,14.44896840,59404,S22490,-,22490,1993-009B,A,P           ,SCD-1,1993 Feb  9,S22491,INPE,BR,1993 Feb  9 1442,In Earth orbit,-,2023 Apr 16 ,      99.661 ,     711, ,     772, , 24.97 , ,LEO/E,SCD-1,Earth,O,-,INPE,SCD,-,115.0, ,115.0, ,115.0, ,0.7, ,1.0, ,1.0, ,Oct Cyl,-,-
1,22787,U,93,056,A  ,23,110.87649088, .00000118, 00000+0, 00000+0,0,  999,4, 11.5432,  9.5326,0004743, 23.8095,159.6107, 1.00275869,10698,S22787,-,22787,1993-056A,A,P           ,UHF F/O F2,1993 Sep  3,S22788,HCIE,US,1993 Sep  3 1145?,In Earth orbit,-,2023 Apr 14 ,    1436.079 ,   35766, ,   35805, , 11.54 , ,GEO/I,UFO F2,Earth,O,-,HSES,HS-601,R-4D-11,2840.0, ,1000.0,?,2840.0, ,4.0,?,3.0,?,18.3, ,Box + 2 Pan,-,USA 95:C
1,22824,U,93,061,B  ,23,110.92948010,-.00000022, 00000+0, 98744-5,0,  999,8, 98.9348,144.1891,0006208,355.2816,132.8765,14.27403104,54024,S22824,-,22824,1993-061B,P,P           ,Stella,1993 Sep 26,S22830,CNES,F,1993 Sep 26 0205,In Earth orbit,-,2023 Apr 16 ,     100.883 ,     795, ,     805, , 98.94 , ,LEO/S,Stella,Earth,O,-,CNES,Starlette,-,48.0, ,48.0, ,48.0, ,0.2, ,0.2, ,0.2, ,Sphere,-,-
1,22825,U,93,061,C  ,23,110.91476417, .00000231, 00000+0, 10678-3,0,  999,4, 98.8476,152.8648,0007585,230.1552,129.8963,14.30285480,54210,S22825,-,22825,1993-061C,A,P           ,AMRAD-OSCAR-27,1993 Sep 26,A05382,INFER,US,1993 Sep 26 0209,In Earth orbit,-,2023 Apr 16 ,     100.679 ,     785, ,     796, , 98.85 , ,LEO/S,Eyesat 1,Earth,O,-,INFER,Microsat,-,12.0, ,12.0, ,12.0, ,0.3, ,0.3, ,0.3, ,Cube,-,AO-27
1,22826,U,93,061,D  ,23,110.86265043, .00000264, 00000+0, 11848-3,0,  999,6, 98.8421,152.6764,0008329,215.3373,144.7258,14.30643735,54236,S22826,-,22826,1993-061D,P,P           ,Healthsat 2,1993 Sep 26,A05382,SATEL,US,1993 Sep 26 0208,In Earth orbit,-,2023 Apr 16 ,     100.654 ,     783, ,     795, , 98.84 , ,LEO/S,Healthsat 2,Earth,O,-,SSTL,UoSAT,-,50.0, ,50.0, ,50.0, ,0.6,?,0.4, ,6.5,?,Box + Ant,-,-
1,22988,U,94,009,A  ,23,110.29640410,-.00000202, 00000+0, 00000+0,0,  999,7, 15.8428, 39.8861,0002641,340.0308,204.8671, 1.00269769, 2139,S22988,-,22988,1994-009A,A,P ------c   ,Milstar 1,1994 Feb  7,S22989,SFSSC,US,1994 Feb  8 0421,In Earth orbit,-,2023 Apr 16 ,    1436.122 ,   35775, ,   35798, , 15.84 , ,GEO/I,Milstar DFS-1,Earth,O,GEO/S?,LMSC,Milstar,-,4500.0, ,4100.0,?,4500.0, ,15.5, ,4.0,?,35.0, ,Truss + 2 Dish + 2 Pan,-,USA 99
1,23435,U,94,084,A  ,23,110.87727538,-.00000022, 00000+0, 00000+0,0,  999,9, 14.5707,  3.3493,0001144,280.5778,273.6744, 0.99081094, 2138,S23435,-,23435,1994-084A,P,P       c   ,DSP F17,1994 Dec 22,S23438,SFSSC,US,1994 Dec 23 0501,In Earth orbit,-,2023 Apr 15 ,    1453.395 ,   36121, ,   36127, , 14.57 , ,GEO/ID,DSP 17,Earth,O,GEO/S?,TRW,DSP B14,MRE-4,2360.0, ,2200.0,?,2360.0, ,10.0, ,3.3, ,11.5, ,Cyl + 4 Pan,-,USA 107
1,23439,U,94,085,A  ,23,110.97414902,-.00000039, 00000+0, 10000-3,0,  999,6, 64.8161,  8.2287,0164233,220.1840,138.6835,11.27573776,16616,S23439,-,23439,1994-085A,A,P           ,Radio-ROSTO,1994 Dec 26,S23440,RESH,RU,1994 Dec 26 0410?,In Earth orbit,-,2023 Apr 16 ,     127.708 ,    1884, ,    2160, , 64.82 , ,MEO,RS-15,Earth,O,-,NPOPMR,Strela-1M,-,70.0, ,70.0, ,70.0, ,0.8, ,0.8, ,0.8, ,Poly,-,-
1,23467,U,95,003,A  ,23,110.69793538,-.00000030, 00000+0, 00000+0,0,  999,8,  9.8126, 16.8091,0003826, 49.8674,205.4242, 1.00270575,10338,S23467,-,23467,1995-003A,A,P           ,UHF F/O F4,1995 Jan 29,S23468,HCIE,US,1995 Jan 29 0153,In Earth orbit,-,2023 Apr 16 ,    1436.126 ,   35771, ,   35802, ,  9.81 , ,GEO/I,UFO F4-EHF,Earth,O,-,HSES,HS-601,R-4D-11-300,3023.0, ,1350.0, ,3023.0, ,4.0,?,3.0,?,18.3,?,Box + 2 Pan,-,USA 108:C
1,23553,U,95,019,A  ,23,110.30396550,-.00000101, 00000+0, 00000+0,0,  999,1, 12.2336, 24.1874,0006054,359.8659,186.0351, 1.00273342,10260,S23553,-,23553,1995-019A,P,P           ,AMSC 1,1995 Apr  7,S23554,SKYTE,US,1995 Apr  8 0017,In Earth orbit,-,2023 Apr 16 ,    1436.076 ,   35760, ,   35811, , 12.23 , ,GEO/I,AMSC 1,Earth,N,-,HSES,HS-601,R-4D-11-300,2995.0, ,1400.0,?,2995.0, ,4.0,?,2.8,?,21.0,?,Box + 2 Pan + 2 Dish,-,M-SAT 2
1,23613,U,95,035,B  ,23,110.89367752,-.00000212, 00000+0, 00000+0,0,  999,5, 13.8583,356.2681,0029246, 56.6815,202.3656, 1.00271930,10168,S23613,-,23613,1995-035B,A,P ---S-     ,TDRS 7,1995 Jul 13,S23615,GSFC,US,1995 Jul 13 0240?,In Earth orbit,-,2023 Apr 16 ,    1436.083 ,   35663, ,   35908, , 13.86 , ,GEO/I,TDRS G,Earth,O,-,TRW,TDRS,AOCS,2225.0, ,1673.0,?,2225.0, ,1.3, ,2.4, ,17.4, ,Box + Dish + 2 Pan,-,-
1,23712,U,95,060,A  ,23,110.40201288,-.00000028, 00000+0, 00000+0,0,  999,6, 13.6441, 12.0590,0001427,354.4862,226.3581, 1.00272589, 2131,S23712,-,23712,1995-060A,A,P ------c   ,Milstar 2,1995 Nov  6,S23713,SFSSC,US,1995 Nov  6 1150?,In Earth orbit,-,2023 Apr 16 ,    1436.104 ,   35780, ,   35793, , 13.64 , ,GEO/I,Milstar DFS-2,Earth,O,GEO/S,LMMS,Milstar,-,4500.0, ,4100.0,?,4500.0, ,15.5, ,4.0,?,35.0, ,Truss + 2 Dish + 2 Pan,-,USA 115
1,23802,U,96,013,A  ,23,109.54258976, .00000179, 00000+0, 00000+0,0,  999,0, 78.8730,238.6570,5764645,248.3564, 42.8038, 1.29847036,12986,S23802,-,23802,1996-013A,P,P           ,Polar,1996 Feb 24,S23804,GSFC,US,1996 Feb 24 1206,In Earth orbit,-,2023 Apr 16 ,    1108.997 ,    8653, ,   49571, , 78.87 , ,HEO,Polar,Earth,O,-,LMTEW,Wind,MR-50 x 4,1274.0, ,1005.0, ,1274.0, ,2.1, ,2.4, ,130.0, ,Cyl + Ant,-,NAIF013
1,23839,U,96,020,A  ,23,110.58300161,-.00000103, 00000+0, 00000+0,0,  999,6,  8.1782, 56.0470,0006044,  2.7926,354.5750, 1.00001825, 9871,S23839,-,23839,1996-020A,P,P           ,INMARSAT III F-1,1996 Apr  3,S23840,INMRL,UK,1996 Apr  3 2328?,In Earth orbit,-,2023 Apr 16 ,    1439.983 ,   35838, ,   35887, ,  8.17 , ,GEO/ID,INMARSAT III F-1,Earth,N,-,LMTEW,AS4000,Star 37,1032.0, ,792.0, ,2068.0, ,7.6, ,2.1, ,20.7, ,Box + 2 Pan,-,-
1,24278,U,96,046,B  ,23,110.73724961, .00000009, 00000+0, 46121-4,0,  999,0, 98.5255, 97.1333,0349809,205.7800,152.5538,13.53141726,31716,S24278,-,24278,1996-046B,A,P           ,Fuji-OSCAR-29,1996 Aug 17,S24279,JARL,J,1996 Aug 17 0234?,In Earth orbit,-,2023 Apr 16 ,     106.419 ,     800, ,    1320, , 98.53 , ,LEO/S,JAS-2,Earth,O,LEO,JARL,JAS,-,50.0, ,50.0, ,50.0, ,0.5, ,0.4, ,0.5, ,Poly + Ant,-,"FO-29,Fuji-3"
1,24307,U,96,053,A  ,23,110.48764333, .00000052, 00000+0, 00000+0,0,  999,9,  7.2166, 64.5701,0008994,350.8762,204.6577, 0.99981609, 9738,S24307,-,24307,1996-053A,P,P           ,INMARSAT III F-2,1996 Sep  6,S25339,INMRL,UK,1996 Sep  7 0032,In Earth orbit,-,2023 Apr 16 ,    1440.277 ,   35831, ,   35905, ,  7.21 , ,GEO/ID,INMARSAT III F-2,Earth,N,-,LMTEW,AS4000,Star 37FM?,1130.0, ,900.0,?,1130.0, ,7.6, ,2.1, ,20.7, ,Box + 2 Pan,-,-
1,24315,U,96,054,A  ,23,110.51764674, .00000059, 00000+0, 00000+0,0,  999,8,  6.3496, 70.4596,0003327,319.6049,233.7229, 1.00273273, 3475,S24315,-,24315,1996-054A,P,P           ,AMC 1,1996 Sep  8,S24316,SESSAP,US,1996 Sep  8 2212?,In Earth orbit,-,2023 Apr 16 ,    1436.092 ,   35772, ,   35800, ,  6.34 , ,GEO/I,GE 1,Earth,N,-,LMTEW,A2100,Leros 1C,2783.0, ,1300.0,?,2783.0, ,3.3, ,1.8, ,22.0, ,Box + 2 Pan,-,-
